date,code,name,bull_regime,idx_ret20,idx_atr_ratio,hx,hl,bx,bl,mean_prob,std_prob,max_prob,min_prob,bull_mean,hybrid_mean,bull_hybrid_gap,score
2026-03-24,096760,JW홀딩스,0,-0.04997699316979387,0.046951908356097284,0.3202247191011236,0.30803177405119153,0.19590382902938558,0.2617801047120419,0.2714851067234356,0.0563262085516124,0.3202247191011236,0.19590382902938558,0.22884196687071373,0.31412824657615757,-0.08528627970544383,0.0403682682984836
2026-03-24,033780,KT&G,0,-0.04997699316979387,0.046951908356097284,0.24501424501424504,0.26666666666666666,0.1513353115727003,0.17562724014336917,0.2096608658492453,0.05495355828810853,0.26666666666666666,0.1513353115727003,0.16348127585803474,0.25584045584045584,-0.0923591799824211,0.0403682682984836
2026-03-24,365550,ESR켄달스퀘어리츠,0,-0.04997699316979387,0.046951908356097284,0.24501424501424504,0.28711864406779664,0.24084507042253522,0.13750850918992513,0.2276216171736255,0.06360721043706749,0.28711864406779664,0.13750850918992513,0.18917678980623018,0.26606644454102085,-0.07688965473479067,0.0403682682984836
2026-03-24,330590,롯데리츠,0,-0.04997699316979387,0.046951908356097284,0.3202247191011236,0.30803177405119153,0.24084507042253522,0.2236842105263158,0.27319644352529154,0.04803898248528206,0.3202247191011236,0.2236842105263158,0.23226464047442552,0.31412824657615757,-0.08186360610173204,0.0403682682984836
2026-03-24,001790,대한제당,0,-0.04997699316979387,0.046951908356097284,0.25237191650853885,0.28711864406779664,0.2666666666666666,0.18181818181818182,0.24699385226529597,0.04573040613895047,0.28711864406779664,0.18181818181818182,0.22424242424242422,0.26974528028816774,-0.04550285604574353,0.0403682682984836
2026-03-24,001800,오리온홀딩스,0,-0.04997699316979387,0.046951908356097284,0.29026845637583887,0.30803177405119153,0.2502708559046587,0.17562724014336917,0.25604958161876457,0.05880540337697485,0.30803177405119153,0.17562724014336917,0.21294904802401393,0.2991501152135152,-0.08620106718950127,0.0403682682984836
2026-03-24,251270,넷마블,0,-0.04997699316979387,0.046951908356097284,0.3315363881401617,0.28711864406779664,0.24084507042253522,0.17562724014336917,0.2587818356934657,0.06666486810919021,0.3315363881401617,0.17562724014336917,0.2082361552829522,0.3093275161039791,-0.10109136082102693,0.0403682682984836
2026-03-24,003520,영진약품,0,-0.04997699316979387,0.046951908356097284,0.1877637130801688,0.28711864406779664,0.12681159420289856,0.13750850918992513,0.1848006151351973,0.07320525670448619,0.28711864406779664,0.12681159420289856,0.13216005169641185,0.23744117857398273,-0.10528112687757088,0.0403682682984836
2026-03-24,123890,한국자산신탁,0,-0.04997699316979387,0.046951908356097284,0.2409638554216868,0.30803177405119153,0.19590382902938558,0.2236842105263158,0.24214591725714493,0.04768475904223307,0.30803177405119153,0.19590382902938558,0.20979401977785067,0.2744978147364392,-0.06470379495858852,0.0403682682984836
2026-03-24,071320,지역난방공사,0,-0.04997699316979387,0.046951908356097284,0.3315363881401617,0.30803177405119153,0.2502708559046587,0.17105263157894737,0.2652229124187398,0.07146486662215604,0.3315363881401617,0.17105263157894737,0.21066174374180302,0.3197840810956766,-0.10912233735387356,0.0403682682984836
