session	policy	kind	cap_min	min_hold	target	arm	additional	drawdown	split	n	triggered	armed	mean_net_model_pct	median_net_model_pct	p10_net_model_pct	negative_count	actual_profit_mean_pct	date_first	date_last
PREMARKET	two_stage_rise:arm=1.5,additional=1	two_stage_rise	20			1.5	1.0		all	26	9	14	1.2981	-0.0996	-1.6978	13	1.0881	2026-07-02	2026-09-23
PREMARKET	trailing_drawdown:arm=1.5,drawdown=0.3	trailing_drawdown	20			1.5		0.3	train	10	5	5	1.3311	1.1208	-1.8025	4	1.762	2026-07-02	2026-07-22
PREMARKET	trailing_drawdown:arm=1.5,drawdown=0.3	trailing_drawdown	20			1.5		0.3	holdout	16	9	9	1.0997	1.1007	-1.0427	6	0.6669	2026-07-28	2026-09-23
PREMARKET	trailing_drawdown:arm=1.5,drawdown=0.3	trailing_drawdown	20			1.5		0.3	all	26	14	14	1.1887	1.1046	-1.6978	10	1.0881	2026-07-02	2026-09-23
PREMARKET	trailing_drawdown:arm=1.5,drawdown=0.4	trailing_drawdown	20			1.5		0.4	train	10	5	5	1.3311	1.1208	-1.8025	4	1.762	2026-07-02	2026-07-22
PREMARKET	trailing_drawdown:arm=1.5,drawdown=0.4	trailing_drawdown	20			1.5		0.4	holdout	16	9	9	1.0997	1.1007	-1.0427	6	0.6669	2026-07-28	2026-09-23
PREMARKET	trailing_drawdown:arm=1.5,drawdown=0.4	trailing_drawdown	20			1.5		0.4	all	26	14	14	1.1887	1.1046	-1.6978	10	1.0881	2026-07-02	2026-09-23
PREMARKET	trailing_drawdown:arm=1.5,drawdown=0.5	trailing_drawdown	20			1.5		0.5	train	10	5	5	1.3311	1.1208	-1.8025	4	1.762	2026-07-02	2026-07-22
PREMARKET	trailing_drawdown:arm=1.5,drawdown=0.5	trailing_drawdown	20			1.5		0.5	holdout	16	9	9	1.2604	1.1424	-1.0427	6	0.6669	2026-07-28	2026-09-23
PREMARKET	trailing_drawdown:arm=1.5,drawdown=0.5	trailing_drawdown	20			1.5		0.5	all	26	14	14	1.2876	1.1208	-1.6978	10	1.0881	2026-07-02	2026-09-23
PREMARKET	trailing_drawdown:arm=1.5,drawdown=0.8	trailing_drawdown	20			1.5		0.8	train	10	5	5	1.1882	0.4062	-1.8025	5	1.762	2026-07-02	2026-07-22
PREMARKET	trailing_drawdown:arm=1.5,drawdown=0.8	trailing_drawdown	20			1.5		0.8	holdout	16	9	9	1.442	1.1424	-1.0427	6	0.6669	2026-07-28	2026-09-23
PREMARKET	trailing_drawdown:arm=1.5,drawdown=0.8	trailing_drawdown	20			1.5		0.8	all	26	14	14	1.3444	0.8599	-1.6978	11	1.0881	2026-07-02	2026-09-23
PREMARKET	trailing_drawdown:arm=1.5,drawdown=1	trailing_drawdown	20			1.5		1.0	train	10	5	5	0.9973	0.3808	-1.8025	5	1.762	2026-07-02	2026-07-22
PREMARKET	trailing_drawdown:arm=1.5,drawdown=1	trailing_drawdown	20			1.5		1.0	holdout	16	9	9	1.3987	0.833	-1.0427	6	0.6669	2026-07-28	2026-09-23
PREMARKET	trailing_drawdown:arm=1.5,drawdown=1	trailing_drawdown	20			1.5		1.0	all	26	14	14	1.2443	0.8114	-1.6978	11	1.0881	2026-07-02	2026-09-23
PREMARKET	time:	time	2						train	13	13	0	0.6685	0.0353	-0.6325	6	1.48	2026-07-01	2026-07-23
PREMARKET	time:	time	2						holdout	18	18	0	0.1439	-0.1253	-1.2852	10	0.88	2026-07-28	2026-09-23
PREMARKET	time:	time	2						all	31	31	0	0.3639	-0.0205	-1.2007	16	1.1316	2026-07-01	2026-09-23
PREMARKET	time:	time	3						train	13	13	0	0.7722	0.2559	-1.0715	6	1.48	2026-07-01	2026-07-23
PREMARKET	time:	time	3						holdout	18	18	0	0.3136	-0.0198	-1.1314	9	0.88	2026-07-28	2026-09-23
PREMARKET	time:	time	3						all	31	31	0	0.5059	0.0856	-1.152	15	1.1316	2026-07-01	2026-09-23
PREMARKET	time:	time	5						train	13	13	0	0.642	0.5159	-2.1057	4	1.48	2026-07-01	2026-07-23
PREMARKET	time:	time	5						holdout	18	18	0	0.8173	0.5943	-1.143	8	0.88	2026-07-28	2026-09-23
PREMARKET	time:	time	5						all	31	31	0	0.7438	0.5159	-1.4937	12	1.1316	2026-07-01	2026-09-23
PREMARKET	time:	time	30						train	8	8	0	-0.0113	-0.4218	-2.1223	5	1.3613	2026-07-02	2026-07-22
PREMARKET	time:	time	30						holdout	11	11	0	1.8636	0.7836	-0.5982	5	0.8227	2026-07-28	2026-09-23
PREMARKET	time:	time	30						all	19	19	0	1.0742	-0.0214	-1.0052	10	1.0495	2026-07-02	2026-09-23
REGULAR	time:	time	10						train	90	90	0	0.6855	0.5021	-1.817	33	1.1641	2026-07-01	2026-08-18
REGULAR	time:	time	10						holdout	62	62	0	-0.0073	-0.2561	-1.9801	35	0.5716	2026-08-19	2026-09-23
REGULAR	time:	time	10						all	152	152	0	0.4029	0.1751	-1.8988	68	0.9224	2026-07-01	2026-09-23
REGULAR	threshold:min_hold=1,target=0.5	threshold	10	1	0.5				train	90	62	0	0.5393	0.5955	-1.2313	24	1.1641	2026-07-01	2026-08-18
REGULAR	threshold:min_hold=1,target=0.5	threshold	10	1	0.5				holdout	62	35	0	0.0778	0.5398	-1.5724	27	0.5716	2026-08-19	2026-09-23
REGULAR	threshold:min_hold=1,target=0.5	threshold	10	1	0.5				all	152	97	0	0.3511	0.5749	-1.5557	51	0.9224	2026-07-01	2026-09-23
REGULAR	threshold:min_hold=1,target=1	threshold	10	1	1.0				train	90	45	0	0.5961	0.8403	-1.2852	28	1.1641	2026-07-01	2026-08-18
REGULAR	threshold:min_hold=1,target=1	threshold	10	1	1.0				holdout	62	25	0	0.064	-0.1147	-1.5724	32	0.5716	2026-08-19	2026-09-23
REGULAR	threshold:min_hold=1,target=1	threshold	10	1	1.0				all	152	70	0	0.3791	0.5263	-1.5724	60	0.9224	2026-07-01	2026-09-23
REGULAR	threshold:min_hold=1,target=1.5	threshold	10	1	1.5				train	90	39	0	0.7347	0.7143	-1.2852	28	1.1641	2026-07-01	2026-08-18
REGULAR	threshold:min_hold=1,target=1.5	threshold	10	1	1.5				holdout	62	16	0	-0.0029	-0.23	-1.8698	34	0.5716	2026-08-19	2026-09-23
REGULAR	threshold:min_hold=1,target=1.5	threshold	10	1	1.5				all	152	55	0	0.4338	0.4561	-1.6572	62	0.9224	2026-07-01	2026-09-23
REGULAR	threshold:min_hold=1,target=2	threshold	10	1	2.0				train	90	27	0	0.7098	0.5417	-1.4057	31	1.1641	2026-07-01	2026-08-18
REGULAR	threshold:min_hold=1,target=2	threshold	10	1	2.0				holdout	62	11	0	0.0079	-0.23	-1.8698	34	0.5716	2026-08-19	2026-09-23
REGULAR	threshold:min_hold=1,target=2	threshold	10	1	2.0				all	152	38	0	0.4235	0.2752	-1.6572	65	0.9224	2026-07-01	2026-09-23
REGULAR	threshold:min_hold=3,target=0.5	threshold	10	3	0.5				train	90	59	0	0.463	0.5827	-1.6801	28	1.1641	2026-07-01	2026-08-18
REGULAR	threshold:min_hold=3,target=0.5	threshold	10	3	0.5				holdout	62	32	0	0.0914	0.3488	-1.5817	30	0.5716	2026-08-19	2026-09-23
REGULAR	threshold:min_hold=3,target=0.5	threshold	10	3	0.5				all	152	91	0	0.3114	0.5726	-1.6572	58	0.9224	2026-07-01	2026-09-23
REGULAR	threshold:min_hold=3,target=1	threshold	10	3	1.0				train	90	44	0	0.5176	0.6443	-1.6801	30	1.1641	2026-07-01	2026-08-18
REGULAR	threshold:min_hold=3,target=1	threshold	10	3	1.0				holdout	62	24	0	0.0405	-0.2027	-1.5817	33	0.5716	2026-08-19	2026-09-23
REGULAR	threshold:min_hold=3,target=1	threshold	10	3	1.0				all	152	68	0	0.323	0.4804	-1.6572	63	0.9224	2026-07-01	2026-09-23
REGULAR	threshold:min_hold=3,target=1.5	threshold	10	3	1.5				train	90	35	0	0.6164	0.603	-1.6801	29	1.1641	2026-07-01	2026-08-18
REGULAR	threshold:min_hold=3,target=1.5	threshold	10	3	1.5				holdout	62	16	0	0.008	-0.23	-1.8698	34	0.5716	2026-08-19	2026-09-23
REGULAR	threshold:min_hold=3,target=1.5	threshold	10	3	1.5				all	152	51	0	0.3683	0.3874	-1.7963	63	0.9224	2026-07-01	2026-09-23
REGULAR	threshold:min_hold=3,target=2	threshold	10	3	2.0				train	90	21	0	0.5543	0.5126	-1.6801	32	1.1641	2026-07-01	2026-08-18
REGULAR	threshold:min_hold=3,target=2	threshold	10	3	2.0				holdout	62	11	0	-0.0055	-0.23	-1.8698	34	0.5716	2026-08-19	2026-09-23
REGULAR	threshold:min_hold=3,target=2	threshold	10	3	2.0				all	152	32	0	0.326	0.2225	-1.7963	66	0.9224	2026-07-01	2026-09-23
REGULAR	threshold:min_hold=5,target=0.5	threshold	10	5	0.5				train	90	56	0	0.5666	0.6443	-1.6801	27	1.1641	2026-07-01	2026-08-18
REGULAR	threshold:min_hold=5,target=0.5	threshold	10	5	0.5				holdout	62	27	0	0.0357	-0.2027	-1.8698	33	0.5716	2026-08-19	2026-09-23
REGULAR	threshold:min_hold=5,target=0.5	threshold	10	5	0.5				all	152	83	0	0.35	0.5645	-1.7963	60	0.9224	2026-07-01	2026-09-23
REGULAR	threshold:min_hold=5,target=1	threshold	10	5	1.0				train	90	43	0	0.5903	0.6443	-1.6801	30	1.1641	2026-07-01	2026-08-18
REGULAR	threshold:min_hold=5,target=1	threshold	10	5	1.0				holdout	62	19	0	-0.0305	-0.2561	-1.9801	34	0.5716	2026-08-19	2026-09-23
REGULAR	threshold:min_hold=5,target=1	threshold	10	5	1.0				all	152	62	0	0.3371	0.4432	-1.8663	64	0.9224	2026-07-01	2026-09-23
REGULAR	threshold:min_hold=5,target=1.5	threshold	10	5	1.5				train	90	32	0	0.6262	0.5417	-1.6801	30	1.1641	2026-07-01	2026-08-18
REGULAR	threshold:min_hold=5,target=1.5	threshold	10	5	1.5				holdout	62	15	0	-0.0423	-0.2561	-1.9801	35	0.5716	2026-08-19	2026-09-23
REGULAR	threshold:min_hold=5,target=1.5	threshold	10	5	1.5				all	152	47	0	0.3535	0.2752	-1.8663	65	0.9224	2026-07-01	2026-09-23
REGULAR	threshold:min_hold=5,target=2	threshold	10	5	2.0				train	90	21	0	0.5786	0.5126	-1.6801	32	1.1641	2026-07-01	2026-08-18
REGULAR	threshold:min_hold=5,target=2	threshold	10	5	2.0				holdout	62	10	0	-0.0534	-0.2561	-1.9801	35	0.5716	2026-08-19	2026-09-23
REGULAR	threshold:min_hold=5,target=2	threshold	10	5	2.0				all	152	31	0	0.3208	0.1892	-1.8663	67	0.9224	2026-07-01	2026-09-23
REGULAR	time:	time	20						train	90	90	0	0.5092	0.3382	-1.661	41	1.1641	2026-07-01	2026-08-18
REGULAR	time:	time	20						holdout	62	62	0	-0.0807	-0.1613	-2.3603	35	0.5716	2026-08-19	2026-09-23
REGULAR	time:	time	20						all	152	152	0	0.2686	0.0071	-1.9761	76	0.9224	2026-07-01	2026-09-23
REGULAR	threshold:min_hold=1,target=0.5	threshold	20	1	0.5				train	90	73	0	0.6945	0.6539	-1.2146	17	1.1641	2026-07-01	2026-08-18
REGULAR	threshold:min_hold=1,target=0.5	threshold	20	1	0.5				holdout	62	41	0	0.2938	0.6131	-1.7062	17	0.5716	2026-08-19	2026-09-23
REGULAR	threshold:min_hold=1,target=0.5	threshold	20	1	0.5				all	152	114	0	0.531	0.6383	-1.3032	34	0.9224	2026-07-01	2026-09-23
REGULAR	threshold:min_hold=1,target=1	threshold	20	1	1.0				train	90	59	0	0.818	1.1791	-1.5624	24	1.1641	2026-07-01	2026-08-18
REGULAR	threshold:min_hold=1,target=1	threshold	20	1	1.0				holdout	62	29	0	0.1963	0.1342	-1.8386	26	0.5716	2026-08-19	2026-09-23
REGULAR	threshold:min_hold=1,target=1	threshold	20	1	1.0				all	152	88	0	0.5644	1.02	-1.6849	50	0.9224	2026-07-01	2026-09-23
REGULAR	threshold:min_hold=1,target=1.5	threshold	20	1	1.5				train	90	53	0	0.9502	1.5289	-1.5624	26	1.1641	2026-07-01	2026-08-18
REGULAR	threshold:min_hold=1,target=1.5	threshold	20	1	1.5				holdout	62	23	0	0.1488	0.0998	-2.0149	29	0.5716	2026-08-19	2026-09-23
REGULAR	threshold:min_hold=1,target=1.5	threshold	20	1	1.5				all	152	76	0	0.6234	1.0536	-1.7765	55	0.9224	2026-07-01	2026-09-23
REGULAR	threshold:min_hold=1,target=2	threshold	20	1	2.0				train	90	41	0	0.9194	1.0037	-1.5624	32	1.1641	2026-07-01	2026-08-18
REGULAR	threshold:min_hold=1,target=2	threshold	20	1	2.0				holdout	62	16	0	-0.0021	-0.0455	-2.165	33	0.5716	2026-08-19	2026-09-23
REGULAR	threshold:min_hold=1,target=2	threshold	20	1	2.0				all	152	57	0	0.5435	0.5117	-1.7996	65	0.9224	2026-07-01	2026-09-23
REGULAR	threshold:min_hold=3,target=0.5	threshold	20	3	0.5				train	90	71	0	0.6086	0.6738	-1.3316	20	1.1641	2026-07-01	2026-08-18
REGULAR	threshold:min_hold=3,target=0.5	threshold	20	3	0.5				holdout	62	38	0	0.2844	0.6413	-1.8386	20	0.5716	2026-08-19	2026-09-23
REGULAR	threshold:min_hold=3,target=0.5	threshold	20	3	0.5				all	152	109	0	0.4764	0.6545	-1.6818	40	0.9224	2026-07-01	2026-09-23
REGULAR	threshold:min_hold=3,target=1	threshold	20	3	1.0				train	90	58	0	0.7276	1.1663	-1.6205	26	1.1641	2026-07-01	2026-08-18
REGULAR	threshold:min_hold=3,target=1	threshold	20	3	1.0				holdout	62	28	0	0.1624	0.1222	-1.9886	27	0.5716	2026-08-19	2026-09-23
REGULAR	threshold:min_hold=3,target=1	threshold	20	3	1.0				all	152	86	0	0.497	1.0067	-1.7668	53	0.9224	2026-07-01	2026-09-23
REGULAR	threshold:min_hold=3,target=1.5	threshold	20	3	1.5				train	90	52	0	0.8573	1.5419	-1.6205	27	1.1641	2026-07-01	2026-08-18
REGULAR	threshold:min_hold=3,target=1.5	threshold	20	3	1.5				holdout	62	23	0	0.1598	0.0998	-2.0149	29	0.5716	2026-08-19	2026-09-23
REGULAR	threshold:min_hold=3,target=1.5	threshold	20	3	1.5				all	152	75	0	0.5728	1.0037	-1.7996	56	0.9224	2026-07-01	2026-09-23
REGULAR	threshold:min_hold=3,target=2	threshold	20	3	2.0				train	90	37	0	0.7165	0.6014	-1.661	35	1.1641	2026-07-01	2026-08-18
REGULAR	threshold:min_hold=3,target=2	threshold	20	3	2.0				holdout	62	16	0	-0.0155	-0.0455	-2.165	33	0.5716	2026-08-19	2026-09-23
REGULAR	threshold:min_hold=3,target=2	threshold	20	3	2.0				all	152	53	0	0.4179	0.3159	-1.8797	68	0.9224	2026-07-01	2026-09-23
REGULAR	threshold:min_hold=5,target=0.5	threshold	20	5	0.5				train	90	70	0	0.7165	0.8093	-1.3316	19	1.1641	2026-07-01	2026-08-18
REGULAR	threshold:min_hold=5,target=0.5	threshold	20	5	0.5				holdout	62	34	0	0.2145	0.5541	-1.9886	23	0.5716	2026-08-19	2026-09-23
REGULAR	threshold:min_hold=5,target=0.5	threshold	20	5	0.5				all	152	104	0	0.5117	0.6804	-1.7062	42	0.9224	2026-07-01	2026-09-23
REGULAR	threshold:min_hold=5,target=1	threshold	20	5	1.0				train	90	57	0	0.801	1.193	-1.6205	26	1.1641	2026-07-01	2026-08-18
REGULAR	threshold:min_hold=5,target=1	threshold	20	5	1.0				holdout	62	26	0	0.0987	0.1129	-2.165	28	0.5716	2026-08-19	2026-09-23
REGULAR	threshold:min_hold=5,target=1	threshold	20	5	1.0				all	152	83	0	0.5145	1.0226	-1.8455	54	0.9224	2026-07-01	2026-09-23
REGULAR	threshold:min_hold=5,target=1.5	threshold	20	5	1.5				train	90	50	0	0.8619	1.5419	-1.6205	29	1.1641	2026-07-01	2026-08-18
REGULAR	threshold:min_hold=5,target=1.5	threshold	20	5	1.5				holdout	62	22	0	0.1024	0.0608	-2.165	30	0.5716	2026-08-19	2026-09-23
REGULAR	threshold:min_hold=5,target=1.5	threshold	20	5	1.5				all	152	72	0	0.5521	0.8162	-1.8481	59	0.9224	2026-07-01	2026-09-23
REGULAR	threshold:min_hold=5,target=2	threshold	20	5	2.0				train	90	37	0	0.7408	0.6014	-1.661	35	1.1641	2026-07-01	2026-08-18
REGULAR	threshold:min_hold=5,target=2	threshold	20	5	2.0				holdout	62	15	0	-0.0705	-0.0729	-2.3603	34	0.5716	2026-08-19	2026-09-23
REGULAR	threshold:min_hold=5,target=2	threshold	20	5	2.0				all	152	52	0	0.4099	0.1991	-1.9761	69	0.9224	2026-07-01	2026-09-23
REGULAR	two_stage_rise:arm=0.5,additional=0.3	two_stage_rise	20			0.5	0.3		train	90	55	73	0.8743	1.1643	-1.5624	29	1.1641	2026-07-01	2026-08-18
REGULAR	two_stage_rise:arm=0.5,additional=0.3	two_stage_rise	20			0.5	0.3		holdout	62	28	41	0.0782	0.1129	-2.0149	28	0.5716	2026-08-19	2026-09-23
REGULAR	two_stage_rise:arm=0.5,additional=0.3	two_stage_rise	20			0.5	0.3		all	152	83	114	0.5496	0.9535	-1.7765	57	0.9224	2026-07-01	2026-09-23
REGULAR	two_stage_rise:arm=0.5,additional=0.5	two_stage_rise	20			0.5	0.5		train	90	50	73	0.9123	1.3304	-1.5624	30	1.1641	2026-07-01	2026-08-18
REGULAR	two_stage_rise:arm=0.5,additional=0.5	two_stage_rise	20			0.5	0.5		holdout	62	22	41	0.0981	0.0998	-2.0149	29	0.5716	2026-08-19	2026-09-23
REGULAR	two_stage_rise:arm=0.5,additional=0.5	two_stage_rise	20			0.5	0.5		all	152	72	114	0.5802	0.9862	-1.7765	59	0.9224	2026-07-01	2026-09-23
REGULAR	two_stage_rise:arm=0.5,additional=1	two_stage_rise	20			0.5	1.0		train	90	40	73	0.7932	0.7487	-1.661	35	1.1641	2026-07-01	2026-08-18
REGULAR	two_stage_rise:arm=0.5,additional=1	two_stage_rise	20			0.5	1.0		holdout	62	14	41	-0.0701	-0.0455	-2.165	33	0.5716	2026-08-19	2026-09-23
REGULAR	two_stage_rise:arm=0.5,additional=1	two_stage_rise	20			0.5	1.0		all	152	54	114	0.4411	0.1991	-1.8797	68	0.9224	2026-07-01	2026-09-23
REGULAR	trailing_drawdown:arm=0.5,drawdown=0.3	trailing_drawdown	20			0.5		0.3	train	90	70	73	0.7007	0.5882	-1.2146	23	1.1641	2026-07-01	2026-08-18
REGULAR	trailing_drawdown:arm=0.5,drawdown=0.3	trailing_drawdown	20			0.5		0.3	holdout	62	38	41	0.2136	0.2774	-1.7062	23	0.5716	2026-08-19	2026-09-23
REGULAR	trailing_drawdown:arm=0.5,drawdown=0.3	trailing_drawdown	20			0.5		0.3	all	152	108	114	0.502	0.52	-1.3032	46	0.9224	2026-07-01	2026-09-23
REGULAR	trailing_drawdown:arm=0.5,drawdown=0.4	trailing_drawdown	20			0.5		0.4	train	90	69	73	0.6942	0.5957	-1.2146	24	1.1641	2026-07-01	2026-08-18
REGULAR	trailing_drawdown:arm=0.5,drawdown=0.4	trailing_drawdown	20			0.5		0.4	holdout	62	38	41	0.2208	0.237	-1.7062	24	0.5716	2026-08-19	2026-09-23
REGULAR	trailing_drawdown:arm=0.5,drawdown=0.4	trailing_drawdown	20			0.5		0.4	all	152	107	114	0.5011	0.4983	-1.3032	48	0.9224	2026-07-01	2026-09-23
REGULAR	trailing_drawdown:arm=0.5,drawdown=0.5	trailing_drawdown	20			0.5		0.5	train	90	69	73	0.6771	0.5367	-1.2146	25	1.1641	2026-07-01	2026-08-18
REGULAR	trailing_drawdown:arm=0.5,drawdown=0.5	trailing_drawdown	20			0.5		0.5	holdout	62	38	41	0.1902	0.1337	-1.7062	26	0.5716	2026-08-19	2026-09-23
REGULAR	trailing_drawdown:arm=0.5,drawdown=0.5	trailing_drawdown	20			0.5		0.5	all	152	107	114	0.4785	0.3345	-1.3032	51	0.9224	2026-07-01	2026-09-23
REGULAR	trailing_drawdown:arm=0.5,drawdown=0.8	trailing_drawdown	20			0.5		0.8	train	90	66	73	0.6804	0.3677	-1.2146	32	1.1641	2026-07-01	2026-08-18
REGULAR	trailing_drawdown:arm=0.5,drawdown=0.8	trailing_drawdown	20			0.5		0.8	holdout	62	37	41	0.2438	0.1222	-1.7062	27	0.5716	2026-08-19	2026-09-23
REGULAR	trailing_drawdown:arm=0.5,drawdown=0.8	trailing_drawdown	20			0.5		0.8	all	152	103	114	0.5023	0.2383	-1.3032	59	0.9224	2026-07-01	2026-09-23
REGULAR	trailing_drawdown:arm=0.5,drawdown=1	trailing_drawdown	20			0.5		1.0	train	90	63	73	0.7384	0.4568	-1.2146	37	1.1641	2026-07-01	2026-08-18
REGULAR	trailing_drawdown:arm=0.5,drawdown=1	trailing_drawdown	20			0.5		1.0	holdout	62	36	41	0.1879	0.0922	-1.7062	29	0.5716	2026-08-19	2026-09-23
REGULAR	trailing_drawdown:arm=0.5,drawdown=1	trailing_drawdown	20			0.5		1.0	all	152	99	114	0.5139	0.1935	-1.3032	66	0.9224	2026-07-01	2026-09-23
REGULAR	two_stage_rise:arm=0.6,additional=0.3	two_stage_rise	20			0.6	0.3		train	90	53	69	0.9043	1.2527	-1.5624	29	1.1641	2026-07-01	2026-08-18
REGULAR	two_stage_rise:arm=0.6,additional=0.3	two_stage_rise	20			0.6	0.3		holdout	62	24	40	0.0718	0.0998	-2.0149	29	0.5716	2026-08-19	2026-09-23
REGULAR	two_stage_rise:arm=0.6,additional=0.3	two_stage_rise	20			0.6	0.3		all	152	77	109	0.5647	0.9255	-1.7765	58	0.9224	2026-07-01	2026-09-23
REGULAR	two_stage_rise:arm=0.6,additional=0.5	two_stage_rise	20			0.6	0.5		train	90	50	69	0.9398	1.4679	-1.5624	30	1.1641	2026-07-01	2026-08-18
REGULAR	two_stage_rise:arm=0.6,additional=0.5	two_stage_rise	20			0.6	0.5		holdout	62	21	40	0.1106	0.0998	-2.0149	29	0.5716	2026-08-19	2026-09-23
REGULAR	two_stage_rise:arm=0.6,additional=0.5	two_stage_rise	20			0.6	0.5		all	152	71	109	0.6016	0.9502	-1.7765	59	0.9224	2026-07-01	2026-09-23
REGULAR	two_stage_rise:arm=0.6,additional=1	two_stage_rise	20			0.6	1.0		train	90	40	69	0.8165	0.7487	-1.661	35	1.1641	2026-07-01	2026-08-18
REGULAR	two_stage_rise:arm=0.6,additional=1	two_stage_rise	20			0.6	1.0		holdout	62	14	40	-0.0337	-0.0455	-2.165	33	0.5716	2026-08-19	2026-09-23
REGULAR	two_stage_rise:arm=0.6,additional=1	two_stage_rise	20			0.6	1.0		all	152	54	109	0.4697	0.1991	-1.8797	68	0.9224	2026-07-01	2026-09-23
REGULAR	trailing_drawdown:arm=0.6,drawdown=0.3	trailing_drawdown	20			0.6		0.3	train	90	65	69	0.7141	0.6151	-1.3316	24	1.1641	2026-07-01	2026-08-18
REGULAR	trailing_drawdown:arm=0.6,drawdown=0.3	trailing_drawdown	20			0.6		0.3	holdout	62	37	40	0.2418	0.3343	-1.8386	22	0.5716	2026-08-19	2026-09-23
REGULAR	trailing_drawdown:arm=0.6,drawdown=0.3	trailing_drawdown	20			0.6		0.3	all	152	102	109	0.5214	0.5637	-1.6818	46	0.9224	2026-07-01	2026-09-23
REGULAR	trailing_drawdown:arm=0.6,drawdown=0.4	trailing_drawdown	20			0.6		0.4	train	90	64	69	0.7163	0.6492	-1.3316	25	1.1641	2026-07-01	2026-08-18
REGULAR	trailing_drawdown:arm=0.6,drawdown=0.4	trailing_drawdown	20			0.6		0.4	holdout	62	37	40	0.2753	0.2843	-1.8386	23	0.5716	2026-08-19	2026-09-23
REGULAR	trailing_drawdown:arm=0.6,drawdown=0.4	trailing_drawdown	20			0.6		0.4	all	152	101	109	0.5364	0.5637	-1.6818	48	0.9224	2026-07-01	2026-09-23
REGULAR	trailing_drawdown:arm=0.6,drawdown=0.5	trailing_drawdown	20			0.6		0.5	train	90	64	69	0.6797	0.5802	-1.3316	27	1.1641	2026-07-01	2026-08-18
REGULAR	trailing_drawdown:arm=0.6,drawdown=0.5	trailing_drawdown	20			0.6		0.5	holdout	62	37	40	0.2449	0.1736	-1.8386	25	0.5716	2026-08-19	2026-09-23
REGULAR	trailing_drawdown:arm=0.6,drawdown=0.5	trailing_drawdown	20			0.6		0.5	all	152	101	109	0.5023	0.392	-1.6818	52	0.9224	2026-07-01	2026-09-23
REGULAR	trailing_drawdown:arm=0.6,drawdown=0.8	trailing_drawdown	20			0.6		0.8	train	90	61	69	0.6777	0.4565	-1.3316	31	1.1641	2026-07-01	2026-08-18
REGULAR	trailing_drawdown:arm=0.6,drawdown=0.8	trailing_drawdown	20			0.6		0.8	holdout	62	36	40	0.2069	0.1222	-1.8386	27	0.5716	2026-08-19	2026-09-23
REGULAR	trailing_drawdown:arm=0.6,drawdown=0.8	trailing_drawdown	20			0.6		0.8	all	152	97	109	0.4856	0.2483	-1.6818	58	0.9224	2026-07-01	2026-09-23
REGULAR	trailing_drawdown:arm=0.6,drawdown=1	trailing_drawdown	20			0.6		1.0	train	90	59	69	0.6837	0.4568	-1.3316	37	1.1641	2026-07-01	2026-08-18
REGULAR	trailing_drawdown:arm=0.6,drawdown=1	trailing_drawdown	20			0.6		1.0	holdout	62	35	40	0.1533	0.0922	-1.8386	29	0.5716	2026-08-19	2026-09-23
REGULAR	trailing_drawdown:arm=0.6,drawdown=1	trailing_drawdown	20			0.6		1.0	all	152	94	109	0.4673	0.1935	-1.6818	66	0.9224	2026-07-01	2026-09-23
REGULAR	two_stage_rise:arm=1,additional=0.3	two_stage_rise	20			1.0	0.3		train	90	46	59	0.9183	1.3679	-1.5624	32	1.1641	2026-07-01	2026-08-18
REGULAR	two_stage_rise:arm=1,additional=0.3	two_stage_rise	20			1.0	0.3		holdout	62	20	29	0.0008	-0.0256	-2.3603	32	0.5716	2026-08-19	2026-09-23
REGULAR	two_stage_rise:arm=1,additional=0.3	two_stage_rise	20			1.0	0.3		all	152	66	88	0.5441	0.6779	-1.8481	64	0.9224	2026-07-01	2026-09-23
REGULAR	two_stage_rise:arm=1,additional=0.5	two_stage_rise	20			1.0	0.5		train	90	40	59	0.9231	1.2654	-1.5624	33	1.1641	2026-07-01	2026-08-18
REGULAR	two_stage_rise:arm=1,additional=0.5	two_stage_rise	20			1.0	0.5		holdout	62	17	29	0.0208	-0.0256	-2.3603	32	0.5716	2026-08-19	2026-09-23
REGULAR	two_stage_rise:arm=1,additional=0.5	two_stage_rise	20			1.0	0.5		all	152	57	88	0.5551	0.55	-1.8481	65	0.9224	2026-07-01	2026-09-23
REGULAR	two_stage_rise:arm=1,additional=1	two_stage_rise	20			1.0	1.0		train	90	33	59	0.7995	0.5782	-1.661	37	1.1641	2026-07-01	2026-08-18
REGULAR	two_stage_rise:arm=1,additional=1	two_stage_rise	20			1.0	1.0		holdout	62	12	29	-0.0579	-0.0729	-2.3603	34	0.5716	2026-08-19	2026-09-23
REGULAR	two_stage_rise:arm=1,additional=1	two_stage_rise	20			1.0	1.0		all	152	45	88	0.4498	0.1342	-1.9761	71	0.9224	2026-07-01	2026-09-23
REGULAR	trailing_drawdown:arm=1,drawdown=0.3	trailing_drawdown	20			1.0		0.3	train	90	55	59	0.8559	0.9249	-1.5624	24	1.1641	2026-07-01	2026-08-18
REGULAR	trailing_drawdown:arm=1,drawdown=0.3	trailing_drawdown	20			1.0		0.3	holdout	62	28	29	0.1508	0.2075	-1.8386	26	0.5716	2026-08-19	2026-09-23
