action_block_r	action_enter_r	action_recheck_r	association_status	end_return_10m_n	end_return_10m_r	end_return_1m_n	end_return_1m_r	end_return_20m_n	end_return_20m_r	end_return_30m_n	end_return_30m_r	end_return_3m_n	end_return_3m_r	end_return_5m_n	end_return_5m_r	end_return_60m_n	end_return_60m_r	entry_target_n	entry_target_proxy_r	family	field	field_role	missing_pct	n_present	nonentry_avoidance_n	nonentry_avoidance_proxy_r	outcome_n	outcome_target_first_r	type	unique	values
0.02089	0.0038	0.02152	computed_or_insufficient	1295	0.04928	1294	0.07096	595	0.06737	453	0.02455	1166	0.01399	1024	0.02421	225		6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:09:16	collected_raw_precursor	57.93	1295	1289	0.08728	1295	0.08708	categorical	2	"{""False"": 1291, ""True"": 4}"
0.05062	0.0038	0.05136	computed_or_insufficient	1295	0.01975	1294	0.02586	595		453	0.02455	1166	0.02234	1024	0.02831	225		6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:09:17	collected_raw_precursor	57.93	1295	1289	0.04987	1295	0.04975	categorical	2	"{""False"": 1291, ""True"": 4}"
0.03336	0.01154	0.03516	computed_or_insufficient	1295	0.05962	1294	0.00245	595	0.11062	453		1166	0.01691	1024	0.04411	225	0.05971	6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:09:18	collected_raw_precursor	57.93	1295	1289	0.0252	1295	0.02514	categorical	2	"{""False"": 1259, ""True"": 36}"
0.03524	0.00329	0.03585	computed_or_insufficient	1295	0.06823	1294	0.01666	595		453		1166	0.02234	1024	0.02421	225		6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:09:19	collected_raw_precursor	57.93	1295	1289	0.02161	1295	0.02156	categorical	2	"{""False"": 1292, ""True"": 3}"
0.01653	0.00425	0.01598	computed_or_insufficient	1295	0.04397	1294	0.02152	595		453		1166	0.02886	1024	0.03833	225		6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:09:20	collected_raw_precursor	57.93	1295	1289	0.02792	1295	0.02786	categorical	2	"{""False"": 1290, ""True"": 5}"
0.00161	0.00571	0.00245	computed_or_insufficient	1295	0.11845	1294	0.03134	595	0.1097	453		1166	0.07798	1024	0.08083	225	0.10597	6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:09:22	collected_raw_precursor	57.93	1295	1289	0.06245	1295	0.06231	categorical	2	"{""False"": 1286, ""True"": 9}"
0.02413	0.03307	0.02903	computed_or_insufficient	1295	0.09323	1294	0.07997	595	0.21821	453	0.06134	1166	0.1831	1024	0.18692	225	0.03854	6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:09:24	collected_raw_precursor	57.93	1295	1289	0.06529	1295	0.07223	categorical	2	"{""False"": 1223, ""True"": 72}"
0.01572	0.03639	0.02108	computed_or_insufficient	1295	0.05529	1294	0.08102	595	0.23093	453	0.06714	1166	0.1758	1024	0.16248	225	0.04006	6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:09:25	collected_raw_precursor	57.93	1295	1289	0.03185	1295	0.03945	categorical	2	"{""False"": 1230, ""True"": 65}"
0.02321	0.01437	0.02121	computed_or_insufficient	1295	0.0219	1294	0.00167	595	0.00286	453	0.00281	1166	0.01226	1024	0.04151	225	0.37646	6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:09:26	collected_raw_precursor	57.93	1295	1289	0.01209	1295	0.01206	categorical	2	"{""False"": 1240, ""True"": 55}"
0.00215	0.01324	0.00023	computed_or_insufficient	1295	0.00563	1294	0.01322	595	0.04463	453	0.00281	1166	0.03217	1024	0.02353	225	0.37646	6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:09:27	collected_raw_precursor	57.93	1295	1289	0.01289	1295	0.01285	categorical	2	"{""False"": 1248, ""True"": 47}"
0.01006	0.00425	0.01072	computed_or_insufficient	1295	0.01755	1294	0.02152	595		453		1166	0.01823	1024		225		6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:09:28	collected_raw_precursor	57.93	1295	1289	0.00556	1295	0.00555	categorical	2	"{""False"": 1290, ""True"": 5}"
0.08595	0.01491	0.08844	computed_or_insufficient	1295	0.02858	1294	0.0445	595	0.0344	453	0.00825	1166	0.04575	1024	0.07748	225	0.15021	6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:09:30	collected_raw_precursor	57.93	1295	1289	0.10116	1295	0.10091	categorical	2	"{""False"": 1236, ""True"": 59}"
0.08924	0.01477	0.09173	computed_or_insufficient	1295	0.02617	1294	0.03406	595	0.0344	453	0.00825	1166	0.05526	1024	0.07748	225	0.15021	6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:09:31	collected_raw_precursor	57.93	1295	1289	0.10366	1295	0.10341	categorical	2	"{""False"": 1237, ""True"": 58}"
0.05941	0.0117	0.06134	computed_or_insufficient	1295	0.01658	1294	0.02923	595	0.00286	453	0.09621	1166	0.0575	1024	0.08382	225	0.12901	6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:09:32	collected_raw_precursor	57.93	1295	1289	0.02279	1295	0.02274	categorical	2	"{""False"": 1258, ""True"": 37}"
0.01476	0.00268	0.01521	computed_or_insufficient	1295	0.02778	1294	0.01359	595		453		1166	0.01823	1024		225		6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:09:33	collected_raw_precursor	57.93	1295	1289	0.01764	1295	0.0176	categorical	2	"{""False"": 1293, ""True"": 2}"
0.05462	0.00538	0.05405	computed_or_insufficient	1295	0.04889	1294	0.03663	595	0.09535	453		1166	0.02886	1024	0.04914	225		6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:09:34	collected_raw_precursor	57.93	1295	1289	0.01764	1295	0.0176	categorical	2	"{""False"": 1287, ""True"": 8}"
0.03326	0.08367	0.04557	computed_or_insufficient	1295	0.07101	1294	0.04329	595	0.01005	453	0.17515	1166	0.01467	1024	0.00505	225	0.23911	6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:09:36	collected_raw_precursor	57.93	1295	1289	0.02019	1295	0.02244	categorical	2	"{""False"": 1275, ""True"": 20}"
0.01297	0.00687	0.01402	computed_or_insufficient	1295	0.07112	1294	0.0097	595	0.02499	453		1166	0.02454	1024	0.05959	225	0.04213	6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:09:37	collected_raw_precursor	57.93	1295	1289	0.04516	1295	0.04506	categorical	2	"{""False"": 1282, ""True"": 13}"
0.00954	0.01395	0.01161	computed_or_insufficient	1295	0.01091	1294	0.0197	595	0.06826	453	0.11218	1166	0.07942	1024	0.09019	225	0.11298	6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:09:38	collected_raw_precursor	57.93	1295	1289	0.02828	1295	0.02821	categorical	2	"{""False"": 1243, ""True"": 52}"
0.00884	0.0038	0.00832	computed_or_insufficient	1295	0.07881	1294	0.07096	595		453		1166	0.01399	1024	0.11443	225		6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:09:40	collected_raw_precursor	57.93	1295	1289	0.01245	1295	0.01242	categorical	2	"{""False"": 1291, ""True"": 4}"
0.04615	0.00631	0.04541	computed_or_insufficient	1295	0.02391	1294	0.07709	595		453		1166	0.07744	1024	0.04914	225		6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:09:41	collected_raw_precursor	57.93	1295	1289	0.04899	1295	0.04887	categorical	2	"{""False"": 1284, ""True"": 11}"
0.05108	0.00503	0.05054	computed_or_insufficient	1295	0.03733	1294	0.02548	595	0.08878	453		1166	0.03418	1024	0.03427	225		6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:09:42	collected_raw_precursor	57.93	1295	1289	0.03306	1295	0.03298	categorical	2	"{""False"": 1288, ""True"": 7}"
0.05092	0.00787	0.04997	computed_or_insufficient	1295	0.02387	1294	0.01788	595	0.08878	453		1166	0.05021	1024	0.05959	225	0.10436	6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:09:43	collected_raw_precursor	57.93	1295	1289	0.05172	1295	0.0516	categorical	2	"{""False"": 1278, ""True"": 17}"
0.00352	0.01249	0.00536	computed_or_insufficient	1295	0.14821	1294	0.00677	595	0.14405	453	0.0237	1166	0.03129	1024	0.10699	225	0.12106	6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:09:44	collected_raw_precursor	57.93	1295	1289	0.02351	1295	0.02345	categorical	2	"{""False"": 1253, ""True"": 42}"
0.05462	0.00538	0.05405	computed_or_insufficient	1295	0.02797	1294	0.00469	595	0.08878	453		1166	0.00837	1024	0.03427	225		6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:09:46	collected_raw_precursor	57.93	1295	1289	0.03536	1295	0.03528	categorical	2	"{""False"": 1287, ""True"": 8}"
0.05108	0.00503	0.05054	computed_or_insufficient	1295	0.03733	1294	0.02548	595	0.08878	453		1166	0.03418	1024	0.03427	225		6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:09:47	collected_raw_precursor	57.93	1295	1289	0.03306	1295	0.03298	categorical	2	"{""False"": 1288, ""True"": 7}"
0.00819	0.01309	0.00631	computed_or_insufficient	1295	0.0293	1294	0.00127	595	0.04463	453	0.06539	1166	0.0024	1024	0.01082	225	0.37646	6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:09:48	collected_raw_precursor	57.93	1295	1289	0.00367	1295	0.00366	categorical	2	"{""False"": 1249, ""True"": 46}"
0.03039	0.01477	0.02836	computed_or_insufficient	1295	0.08955	1294	0.07485	595	0.00066	453	0.04262	1166	0.09786	1024	0.06463	225	0.2377	6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:09:49	collected_raw_precursor	57.93	1295	1289	0.09712	1295	0.09688	categorical	2	"{""False"": 1237, ""True"": 58}"
0.0236	0.01014	0.02222	computed_or_insufficient	1295	0.03021	1294	0.06907	595	0.08359	453	0.08235	1166	0.07543	1024	0.00655	225	0.04321	6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:09:50	collected_raw_precursor	57.93	1295	1289	0.04753	1295	0.04742	categorical	2	"{""False"": 1267, ""True"": 28}"
0.04426	0.01137	0.04278	computed_or_insufficient	1295	0.04397	1294	0.05043	595	0.02555	453	0.08235	1166	0.05123	1024	0.00814	225	0.04321	6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:09:51	collected_raw_precursor	57.93	1295	1289	0.02768	1295	0.02762	categorical	2	"{""False"": 1260, ""True"": 35}"
0.00777	0.00631	0.00872	computed_or_insufficient	1295	0.04177	1294	0.00472	595		453		1166	0.05337	1024	0.05703	225		6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:09:52	collected_raw_precursor	57.93	1295	1289	0.07161	1295	0.07144	categorical	2	"{""False"": 1284, ""True"": 11}"
0.00222	0.00833	0.00102	computed_or_insufficient	1295	0.00441	1294	0.00055	595		453		1166	0.02416	1024	0.07111	225	0.10436	6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:09:53	collected_raw_precursor	57.93	1295	1289	0.03162	1295	0.03154	categorical	2	"{""False"": 1276, ""True"": 19}"
0.00662	0.01234	0.00844	computed_or_insufficient	1295	0.13434	1294	0.00532	595	0.1097	453	0.02526	1166	0.03129	1024	0.09933	225	0.12106	6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:09:54	collected_raw_precursor	57.93	1295	1289	0.0218	1295	0.02175	categorical	2	"{""False"": 1254, ""True"": 41}"
0.00979	0.01218	0.0116	computed_or_insufficient	1295	0.13911	1294	0.00385	595	0.1097	453	0.02526	1166	0.03129	1024	0.10699	225	0.12106	6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:09:55	collected_raw_precursor	57.93	1295	1289	0.02006	1295	0.02002	categorical	2	"{""False"": 1255, ""True"": 40}"
0.02725	0.00268	0.02696	computed_or_insufficient	1295	0.02778	1294	0.01359	595		453		1166		1024	0.01711	225		6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:09:56	collected_raw_precursor	57.93	1295	1289	0.01764	1295	0.0176	categorical	2	"{""False"": 1293, ""True"": 2}"
0.0	0.13017	0.01895	computed_or_insufficient	1295	0.05386	1294	0.07431	595	0.04703	453	0.06999	1166	0.06745	1024	0.03378	225	0.22345	6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:09:57	collected_raw_precursor	57.93	1295	1289	0.03505	1295	0.03876	categorical	2	"{""False"": 1221, ""True"": 74}"
0.04193	0.02058	0.03909	computed_or_insufficient	1295	0.00626	1294	0.06805	595	0.07098	453	0.04157	1166	0.07489	1024	0.00122	225	0.2706	6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:09:58	collected_raw_precursor	57.93	1295	1289	0.09775	1295	0.0975	categorical	2	"{""False"": 1187, ""True"": 108}"
0.0171	0.01309	0.01526	computed_or_insufficient	1295	0.14777	1294	0.02577	595	0.15882	453	0.02526	1166	0.01158	1024	0.07941	225	0.11298	6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:00	collected_raw_precursor	57.93	1295	1289	0.0412	1295	0.0411	categorical	2	"{""False"": 1249, ""True"": 46}"
0.00339	0.01202	0.00515	computed_or_insufficient	1295	0.14402	1294	0.01698	595	0.13507	453	0.02526	1166	0.03129	1024	0.10699	225	0.11298	6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:01	collected_raw_precursor	57.93	1295	1289	0.03043	1295	0.03036	categorical	2	"{""False"": 1256, ""True"": 39}"
0.01653	0.00425	0.01598	computed_or_insufficient	1295	0.06172	1294	0.05919	595	0.06737	453		1166	0.03801	1024	0.01711	225		6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:02	collected_raw_precursor	57.93	1295	1289	0.03904	1295	0.03895	categorical	2	"{""False"": 1290, ""True"": 5}"
0.06112	0.00602	0.06047	computed_or_insufficient	1295	0.05002	1294	0.03049	595	0.03537	453		1166	0.02234	1024		225		6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:03	collected_raw_precursor	57.93	1295	1289	0.00788	1295	0.00786	categorical	2	"{""False"": 1285, ""True"": 10}"
0.06818	0.01409	0.06639	computed_or_insufficient	1295	0.0857	1294	0.08019	595	0.09103	453	0.08972	1166	0.1083	1024	0.12678	225	0.04321	6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:04	collected_raw_precursor	57.93	1295	1289	0.05408	1295	0.05395	categorical	2	"{""False"": 1242, ""True"": 53}"
0.0066	0.01186	0.00836	computed_or_insufficient	1295	0.14908	1294	0.01561	595	0.13507	453	0.02526	1166	0.03458	1024	0.11529	225	0.11298	6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:06	collected_raw_precursor	57.93	1295	1289	0.02877	1295	0.0287	categorical	2	"{""False"": 1257, ""True"": 38}"
0.05108	0.00503	0.05054	computed_or_insufficient	1295	0.03733	1294	0.02548	595	0.08878	453		1166	0.03418	1024	0.03427	225		6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:07	collected_raw_precursor	57.93	1295	1289	0.03306	1295	0.03298	categorical	2	"{""False"": 1288, ""True"": 7}"
0.00884	0.0038	0.00832	computed_or_insufficient	1295	0.04928	1294	0.07096	595	0.06737	453		1166	0.01289	1024		225		6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:08	collected_raw_precursor	57.93	1295	1289	0.04987	1295	0.04975	categorical	2	"{""False"": 1291, ""True"": 4}"
0.00161	0.00571	0.00245	computed_or_insufficient	1295	0.05909	1294	0.00121	595		453		1166	0.04098	1024	0.12238	225		6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:09	collected_raw_precursor	57.93	1295	1289	0.01253	1295	0.0125	categorical	2	"{""False"": 1286, ""True"": 9}"
0.00884	0.0038	0.00832	computed_or_insufficient	1295	0.04928	1294	0.01924	595		453		1166	0.01823	1024	0.01711	225		6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:11	collected_raw_precursor	57.93	1295	1289	0.02496	1295	0.0249	categorical	2	"{""False"": 1291, ""True"": 4}"
0.06541	0.00787	0.06452	computed_or_insufficient	1295	0.1201	1294	0.03986	595	0.08878	453		1166	0.0467	1024	0.03833	225		6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:12	collected_raw_precursor	57.93	1295	1289	0.03348	1295	0.0334	categorical	2	"{""False"": 1278, ""True"": 17}"
0.05108	0.00503	0.05054	computed_or_insufficient	1295	0.03733	1294	0.02548	595	0.08878	453		1166	0.03418	1024	0.03427	225		6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:13	collected_raw_precursor	57.93	1295	1289	0.03306	1295	0.03298	categorical	2	"{""False"": 1288, ""True"": 7}"
0.0236	0.01014	0.02222	computed_or_insufficient	1295	0.03021	1294	0.06907	595	0.08359	453	0.08235	1166	0.07543	1024	0.00655	225	0.04321	6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:15	collected_raw_precursor	57.93	1295	1289	0.04753	1295	0.04742	categorical	2	"{""False"": 1267, ""True"": 28}"
0.0381	0.00571	0.03742	computed_or_insufficient	1295	0.01982	1294	0.02892	595	0.08878	453		1166	0.03879	1024	0.03427	225		6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:16	collected_raw_precursor	57.93	1295	1289	0.03752	1295	0.03743	categorical	2	"{""False"": 1286, ""True"": 9}"
0.00161	0.00571	0.00245	computed_or_insufficient	1295	0.03954	1294	0.02892	595	0.06737	453		1166	0.00837	1024	0.10947	225	0.04525	6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:17	collected_raw_precursor	57.93	1295	1289	0.03752	1295	0.03743	categorical	2	"{""False"": 1286, ""True"": 9}"
0.0753	0.0282	0.0797	computed_or_insufficient	1295	0.03356	1294	0.03091	595	0.10125	453	0.10307	1166	0.07046	1024	0.05553	225	0.0906	6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:18	collected_raw_precursor	57.93	1295	1289	0.0098	1295	0.00832	categorical	2	"{""False"": 1211, ""True"": 84}"
0.04077	0.0517	0.0334	computed_or_insufficient	1295	0.0372	1294	0.06328	595	0.03449	453	0.05515	1166	0.047	1024	0.0415	225	0.08482	6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:19	collected_raw_precursor	57.93	1295	1289	0.04935	1295	0.04671	categorical	2	"{""False"": 1253, ""True"": 42}"
0.0409	0.06508	0.05053	computed_or_insufficient	1295	0.08732	1294	0.00332	595	0.11049	453	0.05515	1166	0.02226	1024	0.02978	225	0.05971	6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:20	collected_raw_precursor	57.93	1295	1289	0.05842	1295	0.05503	categorical	2	"{""False"": 1265, ""True"": 30}"
0.08225	0.0081	0.08139	computed_or_insufficient	1295	0.05612	1294	0.0231	595	0.12785	453		1166	0.04849	1024	0.0164	225		6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:22	collected_raw_precursor	57.93	1295	1289	4e-05	1295	4e-05	categorical	2	"{""False"": 1277, ""True"": 18}"
0.05092	0.00787	0.04997	computed_or_insufficient	1295	0.07691	1294	0.01788	595	0.08878	453	0.03476	1166	0.04292	1024	0.03833	225		6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:23	collected_raw_precursor	57.93	1295	1289	0.01524	1295	0.01521	categorical	2	"{""False"": 1278, ""True"": 17}"
0.04426	0.01137	0.04278	computed_or_insufficient	1295	0.04397	1294	0.05043	595	0.02555	453	0.08235	1166	0.05123	1024	0.00814	225	0.04321	6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:24	collected_raw_precursor	57.93	1295	1289	0.02768	1295	0.02762	categorical	2	"{""False"": 1260, ""True"": 35}"
0.05275	0.01309	0.05104	computed_or_insufficient	1295	0.06809	1294	0.09593	595	0.08359	453	0.08972	1166	0.1115	1024	0.12678	225	0.04321	6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:26	collected_raw_precursor	57.93	1295	1289	0.05976	1295	0.05962	categorical	2	"{""False"": 1249, ""True"": 46}"
0.04417	0.00739	0.04326	computed_or_insufficient	1295	0.07669	1294	0.07953	595		453	0.03476	1166	0.09435	1024	0.18419	225		6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:27	collected_raw_precursor	57.93	1295	1289	0.02907	1295	0.029	categorical	2	"{""False"": 1280, ""True"": 15}"
0.06555	0.00897	0.06449	computed_or_insufficient	1295	0.08468	1294	0.0514	595	0.08878	453	0.03476	1166	0.05873	1024	0.14814	225		6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:28	collected_raw_precursor	57.93	1295	1289	0.00531	1295	0.0053	categorical	2	"{""False"": 1273, ""True"": 22}"
0.02725	0.00268	0.02696	computed_or_insufficient	1295	0.02778	1294	0.01359	595		453		1166	0.01823	1024	0.02421	225		6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:29	collected_raw_precursor	57.93	1295	1289	0.01764	1295	0.0176	categorical	2	"{""False"": 1293, ""True"": 2}"
0.05108	0.00503	0.05054	computed_or_insufficient	1295	0.03733	1294	0.02548	595	0.08878	453		1166	0.03418	1024	0.03427	225		6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:30	collected_raw_precursor	57.93	1295	1289	0.03306	1295	0.03298	categorical	2	"{""False"": 1288, ""True"": 7}"
0.05462	0.00538	0.05405	computed_or_insufficient	1295	0.04889	1294	0.03663	595	0.09535	453		1166	0.02886	1024	0.04914	225		6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:31	collected_raw_precursor	57.93	1295	1289	0.01764	1295	0.0176	categorical	2	"{""False"": 1287, ""True"": 8}"
0.06112	0.00602	0.06047	computed_or_insufficient	1295	0.0313	1294	0.0019	595	0.08878	453		1166	0.03879	1024	0.03427	225		6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:33	collected_raw_precursor	57.93	1295	1289	0.01584	1295	0.01581	categorical	2	"{""False"": 1285, ""True"": 10}"
0.05108	0.00503	0.05054	computed_or_insufficient	1295	0.03733	1294	0.02548	595	0.08878	453		1166	0.03418	1024	0.03427	225		6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:34	collected_raw_precursor	57.93	1295	1289	0.03306	1295	0.03298	categorical	2	"{""False"": 1288, ""True"": 7}"
0.03338	0.00329	0.03303	computed_or_insufficient	1295	5e-05	1294	0.0354	595		453		1166	0.01823	1024		225		6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:35	collected_raw_precursor	57.93	1295	1289	0.02158	1295	0.02153	categorical	2	"{""False"": 1292, ""True"": 3}"
0.07243	0.00713	0.07166	computed_or_insufficient	1295	0.10048	1294	0.03613	595	0.08878	453		1166	0.04292	1024	0.03833	225		6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:36	collected_raw_precursor	57.93	1295	1289	0.02681	1295	0.02674	categorical	2	"{""False"": 1281, ""True"": 14}"
0.03524	0.00329	0.03585	computed_or_insufficient	1295	0.03403	1294	0.0354	595		453	0.03476	1166		1024		225		6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:37	collected_raw_precursor	57.93	1295	1289	0.02158	1295	0.02153	categorical	2	"{""False"": 1292, ""True"": 3}"
0.0013	0.00957	9e-05	computed_or_insufficient	1295	0.03955	1294	0.01212	595	0.09535	453		1166	0.06099	1024	0.03601	225		6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:38	collected_raw_precursor	57.93	1295	1289	0.03274	1295	0.03267	categorical	2	"{""False"": 1270, ""True"": 25}"
0.03667	0.00687	0.03581	computed_or_insufficient	1295	0.01107	1294	0.0154	595	0.08878	453	0.03476	1166	0.03879	1024	0.03427	225		6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:39	collected_raw_precursor	57.93	1295	1289	0.00351	1295	0.0035	categorical	2	"{""False"": 1282, ""True"": 13}"
0.05462	0.00538	0.05405	computed_or_insufficient	1295	0.02797	1294	0.02725	595	0.08878	453		1166	0.03418	1024	0.03427	225		6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:42	collected_raw_precursor	57.93	1295	1289	0.03536	1295	0.03528	categorical	2	"{""False"": 1287, ""True"": 8}"
0.04417	0.00739	0.04326	computed_or_insufficient	1295	0.07669	1294	0.07953	595		453	0.03476	1166	0.09435	1024	0.18419	225		6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:43	collected_raw_precursor	57.93	1295	1289	0.02907	1295	0.029	categorical	2	"{""False"": 1280, ""True"": 15}"
0.04155	0.0112	0.04007	computed_or_insufficient	1295	0.02751	1294	0.06847	595	0.08359	453	0.08235	1166	0.06081	1024	0.00655	225	0.04321	6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:44	collected_raw_precursor	57.93	1295	1289	0.05621	1295	0.05608	categorical	2	"{""False"": 1261, ""True"": 34}"
0.00186	0.0066	0.00283	computed_or_insufficient	1295	0.00011	1294	0.03343	595	0.08878	453	0.02373	1166	0.04292	1024	0.04201	225		6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:45	collected_raw_precursor	57.93	1295	1289	0.04337	1295	0.04327	categorical	2	"{""False"": 1283, ""True"": 12}"
0.06501	0.0354	0.07041	computed_or_insufficient	1295	0.02738	1294	0.03226	595	0.10125	453	0.08611	1166	0.08246	1024	0.05592	225	0.04341	6		payload	payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:46	collected_raw_precursor	57.93	1295	1289	0.01896	1295	0.02034	categorical	2	"{""False"": 1228, ""True"": 67}"
