action_block_r	action_enter_r	action_recheck_r	association_status	end_return_10m_n	end_return_10m_r	end_return_1m_n	end_return_1m_r	end_return_20m_n	end_return_20m_r	end_return_30m_n	end_return_30m_r	end_return_3m_n	end_return_3m_r	end_return_5m_n	end_return_5m_r	end_return_60m_n	end_return_60m_r	entry_target_n	entry_target_proxy_r	family	field	field_role	missing_pct	n_present	nonentry_avoidance_n	nonentry_avoidance_proxy_r	outcome_n	outcome_target_first_r	type	unique	values
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[19].end	collected_raw_precursor	92.63	227					categorical	15	"{""2026-09-14T14:00:00+09:00"": 15, ""2026-09-14T14:15:00+09:00"": 22, ""2026-09-14T14:30:00+09:00"": 27, ""2026-09-14T14:45:00+09:00"": 42, ""2026-09-14T15:00:00+09:00"": 18, ""2026-09-15T15:00:00+09:00"": 17, ""2026-09-16T14:00:00+09:00"": 21, ""2026-09-16T14:15:00+09:00"": 28}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[19].expected_bar_count	collected_raw_precursor	92.63	227					numeric	1	"{""max"": 15.0, ""median"": 15.0, ""min"": 15.0, ""q10"": 15.0, ""q90"": 15.0}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[19].h	collected_raw_precursor	92.63	227					numeric	50	"{""max"": 326000.0, ""median"": 19450.0, ""min"": 1308.0, ""q10"": 2965.0, ""q90"": 61000.0}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[19].interval_min	collected_raw_precursor	92.63	227					numeric	1	"{""max"": 15.0, ""median"": 15.0, ""min"": 15.0, ""q10"": 15.0, ""q90"": 15.0}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[19].l	collected_raw_precursor	92.63	227					numeric	50	"{""max"": 323000.0, ""median"": 18890.0, ""min"": 1283.0, ""q10"": 2910.0, ""q90"": 59600.0}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[19].minute_gap_interpretation	collected_raw_precursor	92.63	227					categorical	1	"{""no_trade_interval_no_synthetic_fill"": 227}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[19].o	collected_raw_precursor	92.63	227					numeric	52	"{""max"": 325500.0, ""median"": 19050.0, ""min"": 1307.0, ""q10"": 2940.0, ""q90"": 59700.0}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[19].observed_no_trade_minutes.contains:13:58	collected_raw_precursor	99.68	10					categorical	2	"{""False"": 9, ""True"": 1}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[19].observed_no_trade_minutes.contains:14:07	collected_raw_precursor	99.68	10					categorical	2	"{""False"": 3, ""True"": 7}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[19].observed_no_trade_minutes.contains:14:22	collected_raw_precursor	99.68	10					categorical	2	"{""False"": 8, ""True"": 2}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[19].observed_no_trade_minutes.contains:14:23	collected_raw_precursor	99.68	10					categorical	2	"{""False"": 9, ""True"": 1}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[19].observed_no_trade_minutes.length	collected_raw_precursor	99.68	10					numeric	2	"{""max"": 2.0, ""median"": 1.0, ""min"": 1.0, ""q10"": 1.0, ""q90"": 1.1}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[19].observed_no_trade_minutes[0]	collected_raw_precursor	99.68	10					categorical	3	"{""13:58"": 1, ""14:07"": 7, ""14:22"": 2}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[19].observed_no_trade_minutes[1]	collected_raw_precursor	99.97	1					categorical	1	"{""14:23"": 1}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[19].source_bar_count	collected_raw_precursor	92.63	227					numeric	3	"{""max"": 15.0, ""median"": 15.0, ""min"": 13.0, ""q10"": 15.0, ""q90"": 15.0}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[19].source_quality	collected_raw_precursor	92.63	227					categorical	1	"{""pass"": 227}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[19].start	collected_raw_precursor	92.63	227					categorical	15	"{""2026-09-14T13:45:00+09:00"": 15, ""2026-09-14T14:00:00+09:00"": 22, ""2026-09-14T14:15:00+09:00"": 27, ""2026-09-14T14:30:00+09:00"": 42, ""2026-09-14T14:45:00+09:00"": 18, ""2026-09-15T14:45:00+09:00"": 17, ""2026-09-16T13:45:00+09:00"": 21, ""2026-09-16T14:00:00+09:00"": 28}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[19].v	collected_raw_precursor	92.63	227					numeric	52	"{""max"": 7283429.0, ""median"": 124427.0, ""min"": 3962.0, ""q10"": 13564.0, ""q90"": 665411.0}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[1].c	collected_raw_precursor	37.07	1937					numeric	156	"{""max"": 347000.0, ""median"": 13660.0, ""min"": 1264.0, ""q10"": 3995.0, ""q90"": 74500.0}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[1].end	collected_raw_precursor	37.07	1937					categorical	17	"{""2026-09-14T09:30:00+09:00"": 347, ""2026-09-14T10:00:00+09:00"": 27, ""2026-09-14T10:15:00+09:00"": 42, ""2026-09-15T09:30:00+09:00"": 358, ""2026-09-16T08:30:00+09:00"": 63, ""2026-09-16T09:30:00+09:00"": 672, ""2026-09-16T09:45:00+09:00"": 28, ""2026-09-16T16:30:00+09:00"": 313}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[1].expected_bar_count	collected_raw_precursor	37.07	1937					numeric	1	"{""max"": 15.0, ""median"": 15.0, ""min"": 15.0, ""q10"": 15.0, ""q90"": 15.0}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[1].h	collected_raw_precursor	37.07	1937					numeric	152	"{""max"": 352000.0, ""median"": 13940.0, ""min"": 1348.0, ""q10"": 4120.0, ""q90"": 74700.0}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[1].interval_min	collected_raw_precursor	37.07	1937					numeric	1	"{""max"": 15.0, ""median"": 15.0, ""min"": 15.0, ""q10"": 15.0, ""q90"": 15.0}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[1].l	collected_raw_precursor	37.07	1937					numeric	154	"{""max"": 339000.0, ""median"": 12960.0, ""min"": 1260.0, ""q10"": 3920.0, ""q90"": 74400.0}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[1].minute_gap_interpretation	collected_raw_precursor	37.07	1937					categorical	1	"{""no_trade_interval_no_synthetic_fill"": 1937}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[1].o	collected_raw_precursor	37.07	1937					numeric	155	"{""max"": 346500.0, ""median"": 13180.0, ""min"": 1300.0, ""q10"": 4010.0, ""q90"": 74600.0}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[1].observed_no_trade_minutes.contains:09:15	collected_raw_precursor	89.9	311					categorical	2	"{""False"": 306, ""True"": 5}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[1].observed_no_trade_minutes.contains:09:16	collected_raw_precursor	89.9	311					categorical	2	"{""False"": 307, ""True"": 4}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[1].observed_no_trade_minutes.contains:09:17	collected_raw_precursor	89.9	311					categorical	2	"{""False"": 309, ""True"": 2}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[1].observed_no_trade_minutes.contains:09:18	collected_raw_precursor	89.9	311					categorical	2	"{""False"": 277, ""True"": 34}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[1].observed_no_trade_minutes.contains:09:19	collected_raw_precursor	89.9	311					categorical	2	"{""False"": 308, ""True"": 3}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[1].observed_no_trade_minutes.contains:09:22	collected_raw_precursor	89.9	311					categorical	2	"{""False"": 303, ""True"": 8}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[1].observed_no_trade_minutes.contains:09:24	collected_raw_precursor	89.9	311					categorical	2	"{""False"": 241, ""True"": 70}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[1].observed_no_trade_minutes.contains:09:25	collected_raw_precursor	89.9	311					categorical	2	"{""False"": 246, ""True"": 65}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[1].observed_no_trade_minutes.contains:09:26	collected_raw_precursor	89.9	311					categorical	2	"{""False"": 262, ""True"": 49}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[1].observed_no_trade_minutes.contains:09:27	collected_raw_precursor	89.9	311					categorical	2	"{""False"": 264, ""True"": 47}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[1].observed_no_trade_minutes.contains:09:28	collected_raw_precursor	89.9	311					categorical	2	"{""False"": 306, ""True"": 5}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[1].observed_no_trade_minutes.contains:09:30	collected_raw_precursor	89.9	311					categorical	2	"{""False"": 307, ""True"": 4}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[1].observed_no_trade_minutes.contains:09:31	collected_raw_precursor	89.9	311					categorical	2	"{""False"": 307, ""True"": 4}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[1].observed_no_trade_minutes.contains:09:32	collected_raw_precursor	89.9	311					categorical	2	"{""False"": 306, ""True"": 5}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[1].observed_no_trade_minutes.contains:09:34	collected_raw_precursor	89.9	311					categorical	2	"{""False"": 304, ""True"": 7}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[1].observed_no_trade_minutes.contains:09:38	collected_raw_precursor	89.9	311					categorical	2	"{""False"": 308, ""True"": 3}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[1].observed_no_trade_minutes.contains:09:42	collected_raw_precursor	89.9	311					categorical	2	"{""False"": 308, ""True"": 3}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[1].observed_no_trade_minutes.contains:09:43	collected_raw_precursor	89.9	311					categorical	2	"{""False"": 308, ""True"": 3}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[1].observed_no_trade_minutes.contains:09:44	collected_raw_precursor	89.9	311					categorical	2	"{""False"": 301, ""True"": 10}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[1].observed_no_trade_minutes.contains:09:49	collected_raw_precursor	89.9	311					categorical	2	"{""False"": 303, ""True"": 8}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[1].observed_no_trade_minutes.contains:09:54	collected_raw_precursor	89.9	311					categorical	2	"{""False"": 309, ""True"": 2}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[1].observed_no_trade_minutes.contains:09:55	collected_raw_precursor	89.9	311					categorical	2	"{""False"": 309, ""True"": 2}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[1].observed_no_trade_minutes.contains:09:57	collected_raw_precursor	89.9	311					categorical	2	"{""False"": 303, ""True"": 8}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[1].observed_no_trade_minutes.contains:09:58	collected_raw_precursor	89.9	311					categorical	2	"{""False"": 301, ""True"": 10}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[1].observed_no_trade_minutes.contains:10:18	collected_raw_precursor	89.9	311					categorical	2	"{""False"": 306, ""True"": 5}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[1].observed_no_trade_minutes.contains:16:18	collected_raw_precursor	89.9	311					categorical	2	"{""False"": 227, ""True"": 84}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[1].observed_no_trade_minutes.length	collected_raw_precursor	89.9	311					numeric	3	"{""max"": 3.0, ""median"": 1.0, ""min"": 1.0, ""q10"": 1.0, ""q90"": 2.0}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[1].observed_no_trade_minutes[0]	collected_raw_precursor	89.9	311					categorical	19	"{""09:18"": 34, ""09:22"": 8, ""09:24"": 68, ""09:25"": 8, ""09:26"": 46, ""09:44"": 10, ""09:49"": 8, ""16:18"": 84}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[1].observed_no_trade_minutes[1]	collected_raw_precursor	95.91	126					categorical	9	"{""09:24"": 2, ""09:25"": 57, ""09:26"": 3, ""09:27"": 42, ""09:28"": 5, ""09:31"": 4, ""09:42"": 3, ""09:57"": 8}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[1].observed_no_trade_minutes[2]	collected_raw_precursor	99.58	13					categorical	2	"{""09:43"": 3, ""09:58"": 10}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[1].source_bar_count	collected_raw_precursor	37.07	1937					numeric	4	"{""max"": 15.0, ""median"": 15.0, ""min"": 12.0, ""q10"": 14.0, ""q90"": 15.0}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[1].source_quality	collected_raw_precursor	37.07	1937					categorical	1	"{""pass"": 1937}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[1].start	collected_raw_precursor	37.07	1937					categorical	17	"{""2026-09-14T09:15:00+09:00"": 347, ""2026-09-14T09:45:00+09:00"": 27, ""2026-09-14T10:00:00+09:00"": 42, ""2026-09-15T09:15:00+09:00"": 358, ""2026-09-16T08:15:00+09:00"": 63, ""2026-09-16T09:15:00+09:00"": 672, ""2026-09-16T09:30:00+09:00"": 28, ""2026-09-16T16:15:00+09:00"": 313}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[1].v	collected_raw_precursor	37.07	1937					numeric	158	"{""max"": 4461938.0, ""median"": 160051.0, ""min"": 645.0, ""q10"": 5106.0, ""q90"": 1948154.0}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[2].c	collected_raw_precursor	40.68	1826					numeric	145	"{""max"": 347000.0, ""median"": 13500.0, ""min"": 1262.0, ""q10"": 4027.0, ""q90"": 74500.0}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[2].end	collected_raw_precursor	40.68	1826					categorical	16	"{""2026-09-14T09:45:00+09:00"": 336, ""2026-09-14T10:00:00+09:00"": 22, ""2026-09-14T10:15:00+09:00"": 27, ""2026-09-14T10:30:00+09:00"": 42, ""2026-09-15T09:45:00+09:00"": 333, ""2026-09-16T09:45:00+09:00"": 660, ""2026-09-16T10:00:00+09:00"": 28, ""2026-09-16T16:45:00+09:00"": 313}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[2].expected_bar_count	collected_raw_precursor	40.68	1826					numeric	1	"{""max"": 15.0, ""median"": 15.0, ""min"": 15.0, ""q10"": 15.0, ""q90"": 15.0}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[2].h	collected_raw_precursor	40.68	1826					numeric	146	"{""max"": 350500.0, ""median"": 13840.0, ""min"": 1285.0, ""q10"": 4135.0, ""q90"": 74500.0}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[2].interval_min	collected_raw_precursor	40.68	1826					numeric	1	"{""max"": 15.0, ""median"": 15.0, ""min"": 15.0, ""q10"": 15.0, ""q90"": 15.0}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[2].l	collected_raw_precursor	40.68	1826					numeric	145	"{""max"": 342500.0, ""median"": 13300.0, ""min"": 1250.0, ""q10"": 3960.0, ""q90"": 74300.0}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[2].minute_gap_interpretation	collected_raw_precursor	40.68	1826					categorical	1	"{""no_trade_interval_no_synthetic_fill"": 1826}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[2].o	collected_raw_precursor	40.68	1826					numeric	142	"{""max"": 346500.0, ""median"": 13710.0, ""min"": 1264.0, ""q10"": 3997.0, ""q90"": 74500.0}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[2].observed_no_trade_minutes.contains:09:30	collected_raw_precursor	91.81	252					categorical	2	"{""False"": 249, ""True"": 3}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[2].observed_no_trade_minutes.contains:09:31	collected_raw_precursor	91.81	252					categorical	2	"{""False"": 250, ""True"": 2}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[2].observed_no_trade_minutes.contains:09:32	collected_raw_precursor	91.81	252					categorical	2	"{""False"": 222, ""True"": 30}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[2].observed_no_trade_minutes.contains:09:36	collected_raw_precursor	91.81	252					categorical	2	"{""False"": 242, ""True"": 10}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[2].observed_no_trade_minutes.contains:09:37	collected_raw_precursor	91.81	252					categorical	2	"{""False"": 239, ""True"": 13}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[2].observed_no_trade_minutes.contains:09:38	collected_raw_precursor	91.81	252					categorical	2	"{""False"": 209, ""True"": 43}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[2].observed_no_trade_minutes.contains:09:40	collected_raw_precursor	91.81	252					categorical	2	"{""False"": 248, ""True"": 4}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[2].observed_no_trade_minutes.contains:09:41	collected_raw_precursor	91.81	252					categorical	2	"{""False"": 241, ""True"": 11}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[2].observed_no_trade_minutes.contains:09:42	collected_raw_precursor	91.81	252					categorical	2	"{""False"": 248, ""True"": 4}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[2].observed_no_trade_minutes.contains:09:43	collected_raw_precursor	91.81	252					categorical	2	"{""False"": 238, ""True"": 14}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[2].observed_no_trade_minutes.contains:09:44	collected_raw_precursor	91.81	252					categorical	2	"{""False"": 222, ""True"": 30}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[2].observed_no_trade_minutes.contains:09:46	collected_raw_precursor	91.81	252					categorical	2	"{""False"": 249, ""True"": 3}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[2].observed_no_trade_minutes.contains:09:47	collected_raw_precursor	91.81	252					categorical	2	"{""False"": 249, ""True"": 3}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[2].observed_no_trade_minutes.contains:09:49	collected_raw_precursor	91.81	252					categorical	2	"{""False"": 249, ""True"": 3}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[2].observed_no_trade_minutes.contains:09:51	collected_raw_precursor	91.81	252					categorical	2	"{""False"": 249, ""True"": 3}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[2].observed_no_trade_minutes.contains:09:54	collected_raw_precursor	91.81	252					categorical	2	"{""False"": 242, ""True"": 10}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[2].observed_no_trade_minutes.contains:09:55	collected_raw_precursor	91.81	252					categorical	2	"{""False"": 242, ""True"": 10}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[2].observed_no_trade_minutes.contains:09:57	collected_raw_precursor	91.81	252					categorical	2	"{""False"": 249, ""True"": 3}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[2].observed_no_trade_minutes.contains:09:58	collected_raw_precursor	91.81	252					categorical	2	"{""False"": 239, ""True"": 13}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[2].observed_no_trade_minutes.contains:10:00	collected_raw_precursor	91.81	252					categorical	2	"{""False"": 250, ""True"": 2}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[2].observed_no_trade_minutes.contains:10:01	collected_raw_precursor	91.81	252					categorical	2	"{""False"": 250, ""True"": 2}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[2].observed_no_trade_minutes.contains:10:06	collected_raw_precursor	91.81	252					categorical	2	"{""False"": 250, ""True"": 2}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[2].observed_no_trade_minutes.contains:16:36	collected_raw_precursor	91.81	252					categorical	2	"{""False"": 168, ""True"": 84}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[2].observed_no_trade_minutes.length	collected_raw_precursor	91.81	252					numeric	4	"{""max"": 6.0, ""median"": 1.0, ""min"": 1.0, ""q10"": 1.0, ""q90"": 1.0}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[2].observed_no_trade_minutes[0]	collected_raw_precursor	91.81	252					categorical	13	"{""09:32"": 30, ""09:36"": 10, ""09:37"": 12, ""09:38"": 43, ""09:41"": 11, ""09:43"": 10, ""09:44"": 30, ""16:36"": 84}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[2].observed_no_trade_minutes[1]	collected_raw_precursor	99.29	22					categorical	6	"{""09:31"": 2, ""09:37"": 1, ""09:42"": 4, ""09:47"": 3, ""09:55"": 10, ""10:01"": 2}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[2].observed_no_trade_minutes[2]	collected_raw_precursor	99.38	19					categorical	4	"{""09:43"": 4, ""09:49"": 3, ""09:58"": 10, ""10:06"": 2}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[2].observed_no_trade_minutes[3]	collected_raw_precursor	99.9	3					categorical	1	"{""09:51"": 3}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[2].observed_no_trade_minutes[4]	collected_raw_precursor	99.9	3					categorical	1	"{""09:57"": 3}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[2].observed_no_trade_minutes[5]	collected_raw_precursor	99.9	3					categorical	1	"{""09:58"": 3}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[2].source_bar_count	collected_raw_precursor	40.68	1826					numeric	5	"{""max"": 15.0, ""median"": 15.0, ""min"": 9.0, ""q10"": 14.0, ""q90"": 15.0}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[2].source_quality	collected_raw_precursor	40.68	1826					categorical	1	"{""pass"": 1826}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[2].start	collected_raw_precursor	40.68	1826					categorical	16	"{""2026-09-14T09:30:00+09:00"": 336, ""2026-09-14T09:45:00+09:00"": 22, ""2026-09-14T10:00:00+09:00"": 27, ""2026-09-14T10:15:00+09:00"": 42, ""2026-09-15T09:30:00+09:00"": 333, ""2026-09-16T09:30:00+09:00"": 660, ""2026-09-16T09:45:00+09:00"": 28, ""2026-09-16T16:30:00+09:00"": 313}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[2].v	collected_raw_precursor	40.68	1826					numeric	148	"{""max"": 5587443.0, ""median"": 112084.0, ""min"": 676.0, ""q10"": 3839.0, ""q90"": 2746715.0}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[3].c	collected_raw_precursor	44.12	1720					numeric	136	"{""max"": 341000.0, ""median"": 11720.0, ""min"": 1241.0, ""q10"": 3785.0, ""q90"": 74200.0}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[3].end	collected_raw_precursor	44.12	1720					categorical	16	"{""2026-09-14T10:00:00+09:00"": 310, ""2026-09-14T10:15:00+09:00"": 22, ""2026-09-14T10:30:00+09:00"": 27, ""2026-09-14T10:45:00+09:00"": 42, ""2026-09-15T10:00:00+09:00"": 324, ""2026-09-16T10:00:00+09:00"": 608, ""2026-09-16T10:15:00+09:00"": 28, ""2026-09-16T17:00:00+09:00"": 294}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[3].expected_bar_count	collected_raw_precursor	44.12	1720					numeric	1	"{""max"": 15.0, ""median"": 15.0, ""min"": 15.0, ""q10"": 15.0, ""q90"": 15.0}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[3].h	collected_raw_precursor	44.12	1720					numeric	133	"{""max"": 349000.0, ""median"": 12100.0, ""min"": 1262.0, ""q10"": 3855.0, ""q90"": 74500.0}"
			unstable_array_index																	payload	payload.entry_candle_context.multi_timeframe_context.multi_timeframe_bars.15m[3].interval_min	collected_raw_precursor	44.12	1720					numeric	1	"{""max"": 15.0, ""median"": 15.0, ""min"": 15.0, ""q10"": 15.0, ""q90"": 15.0}"
